,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
14,1175000570,2015-03-12 00:00:00+00:00,530000.0,5.0,2.0,1810.0,4850.0,1.5,0,0,3,7.0,1810.0,0.0,1900.0,0.0,98107,47.66998032,-122.39378991,1360.0,4850.0
15,9297300055,2015-01-24 00:00:00+00:00,650000.0,4.0,3.0,2950.0,5000.0,2.0,0,3,3,9.0,1980.0,970.0,1979.0,0.0,98126,47.57136955,-122.37541218,2140.0,4000.0
16,1875500060,2014-07-31 00:00:00+00:00,395000.0,3.0,2.0,1890.0,14040.0,2.0,0,0,3,7.0,1890.0,0.0,1994.0,0.0,98019,47.72770816,-121.96189859,1890.0,14018.0
17,6865200140,2014-05-29 00:00:00+00:00,485000.0,4.0,1.0,1600.0,4300.0,1.5,0,0,4,7.0,1600.0,0.0,1916.0,0.0,98103,47.66478645,-122.34281613,1610.0,4300.0
18,0016000397,2014-12-05 00:00:00+00:00,189000.0,2.0,1.0,1200.0,9850.0,1.0,0,0,4,7.0,1200.0,0.0,1921.0,0.0,98002,47.30888184,-122.21044785,1060.0,5095.0
19,7983200060,2015-04-24 00:00:00+00:00,230000.0,3.0,1.0,1250.0,9774.0,1.0,0,0,4,7.0,1250.0,0.0,1969.0,0.0,98003,47.33426258,-122.305714,1280.0,8850.0
20,6300500875,2014-05-14 00:00:00+00:00,385000.0,4.0,1.75,1620.0,4980.0,1.0,0,0,4,7.0,860.0,760.0,1947.0,0.0,98133,47.70254623,-122.34092912,1400.0,4980.0
21,2524049179,2014-08-26 00:00:00+00:00,2000000.0,3.0,2.75,3050.0,44867.0,1.0,0,4,3,9.0,2330.0,720.0,1968.0,0.0,98040,47.53164379,-122.23345881,4110.0,20336.0
22,7137970340,2014-07-03 00:00:00+00:00,285000.0,5.0,2.5,2270.0,6300.0,2.0,0,0,3,8.0,2270.0,0.0,1995.0,0.0,98092,47.32658071,-122.16892624,2240.0,7005.0
23,8091400200,2014-05-16 00:00:00+00:00,252700.0,2.0,1.5,1070.0,9643.0,1.0,0,0,3,7.0,1070.0,0.0,1985.0,0.0,98030,47.35328009,-122.16611005,1220.0,8386.0
24,3814700200,2014-11-20 00:00:00+00:00,329000.0,3.0,2.25,2450.0,6500.0,2.0,0,0,4,8.0,2450.0,0.0,1985.0,0.0,98030,47.37386303,-122.17228981,2200.0,6865.0
25,1202000200,2014-11-03 00:00:00+00:00,233000.0,3.0,2.0,1710.0,4697.0,1.5,0,0,5,6.0,1710.0,0.0,1941.0,0.0,98002,47.30482931,-122.21774909,1030.0,4705.0
26,1794500383,2014-06-26 00:00:00+00:00,937000.0,3.0,1.75,2450.0,2691.0,2.0,0,0,3,8.0,1750.0,700.0,1915.0,0.0,98119,47.63855772,-122.35985573,1760.0,3573.0
27,3303700376,2014-12-01 00:00:00+00:00,667000.0,3.0,1.0,1400.0,1581.0,1.5,0,0,5,8.0,1400.0,0.0,1909.0,0.0,98112,47.62209564,-122.3143388,1860.0,3861.0
28,5101402488,2014-06-24 00:00:00+00:00,438000.0,3.0,1.75,1520.0,6380.0,1.0,0,0,3,7.0,790.0,730.0,1948.0,0.0,98115,47.69499723,-122.30354713,1520.0,6235.0
29,1873100390,2015-03-02 00:00:00+00:00,719000.0,4.0,2.5,2570.0,7173.0,2.0,0,0,3,8.0,2570.0,0.0,2005.0,0.0,98052,47.70732168,-122.11029785,2630.0,6026.0
30,8562750320,2014-11-10 00:00:00+00:00,580500.0,3.0,2.5,2320.0,3980.0,2.0,0,0,3,8.0,2320.0,0.0,2003.0,0.0,98027,47.5391103,-122.06971484,2580.0,3980.0
31,2426039314,2014-12-01 00:00:00+00:00,280000.0,2.0,1.5,1190.0,1265.0,3.0,0,0,3,7.0,1190.0,0.0,2005.0,0.0,98133,47.72735963,-122.35698521,1390.0,1756.0
32,0461000390,2014-06-24 00:00:00+00:00,687500.0,4.0,1.75,2330.0,5000.0,1.5,0,0,4,7.0,1510.0,820.0,1929.0,0.0,98117,47.68228235,-122.36760203,1460.0,5000.0
33,7589200193,2014-11-10 00:00:00+00:00,535000.0,3.0,1.0,1090.0,3000.0,1.5,0,0,4,8.0,1090.0,0.0,1929.0,0.0,98117,47.68889559,-122.3752359,1570.0,5080.0
34,7955080270,2014-12-03 00:00:00+00:00,322500.0,4.0,2.75,2060.0,6659.0,1.0,0,0,3,7.0,1280.0,780.0,1981.0,0.0,98058,47.42755371,-122.15689731,2020.0,8720.0
35,9547205180,2014-06-13 00:00:00+00:00,696000.0,3.0,2.5,2300.0,3060.0,1.5,0,0,3,8.0,1510.0,790.0,1930.0,2002.0,98115,47.68267789,-122.31025799,1590.0,3264.0
36,9435300030,2014-05-28 00:00:00+00:00,550000.0,4.0,1.0,1660.0,34848.0,1.0,0,0,1,5.0,930.0,730.0,1933.0,0.0,98052,47.66214914,-122.13199733,2160.0,11467.0
37,2768000400,2014-12-30 00:00:00+00:00,640000.0,4.0,2.0,2360.0,6000.0,2.0,0,0,4,8.0,2360.0,0.0,1904.0,0.0,98107,47.67016136,-122.36151685,1730.0,4700.0
38,7895500070,2015-02-13 00:00:00+00:00,240000.0,4.0,1.0,1220.0,8075.0,1.0,0,0,2,7.0,890.0,330.0,1969.0,0.0,98001,47.33413014,-122.28232456,1290.0,7800.0
39,2078500320,2014-06-20 00:00:00+00:00,605000.0,4.0,2.5,2620.0,7553.0,2.0,0,0,3,8.0,2620.0,0.0,1996.0,0.0,98056,47.53013988,-122.18000831,2620.0,11884.0
40,5547700270,2014-07-15 00:00:00+00:00,625000.0,4.0,2.5,2570.0,5520.0,2.0,0,0,3,9.0,2570.0,0.0,2000.0,0.0,98074,47.61447252,-122.0267066,2470.0,5669.0
41,7766200013,2014-08-11 00:00:00+00:00,775000.0,4.0,2.25,4220.0,24186.0,1.0,0,0,3,8.0,2600.0,1620.0,1984.0,0.0,98166,47.44504345,-122.34720874,2410.0,30617.0
42,7203220400,2014-07-07 00:00:00+00:00,861990.0,5.0,2.75,3595.0,5639.0,2.0,0,0,3,9.0,3595.0,0.0,2014.0,0.0,98053,47.68481481,-122.01637483,3625.0,5639.0
43,9270200160,2014-10-28 00:00:00+00:00,685000.0,3.0,1.0,1570.0,2280.0,2.0,0,0,3,7.0,1570.0,0.0,1922.0,0.0,98119,47.64125801,-122.36410253,1580.0,2640.0
44,1432701230,2014-07-29 00:00:00+00:00,309000.0,3.0,1.0,1280.0,9656.0,1.0,0,0,4,6.0,920.0,360.0,1959.0,0.0,98058,47.44853414,-122.1750823,1340.0,8808.0
45,8035350320,2014-07-18 00:00:00+00:00,488000.0,3.0,2.5,3160.0,13603.0,2.0,0,0,3,8.0,3160.0,0.0,2003.0,0.0,98019,47.74428297,-121.97723252,3050.0,9232.0
46,8945200830,2015-03-25 00:00:00+00:00,210490.0,3.0,1.0,990.0,8528.0,1.0,0,0,3,6.0,990.0,0.0,1966.0,0.0,98023,47.30661278,-122.37104387,1228.0,8840.0
47,4178300310,2014-07-16 00:00:00+00:00,785000.0,4.0,2.5,2290.0,13416.0,2.0,0,0,4,9.0,2290.0,0.0,1981.0,0.0,98007,47.61936265,-122.15116797,2680.0,13685.0
48,9215400105,2015-04-28 00:00:00+00:00,450000.0,3.0,1.75,1250.0,5963.0,1.0,0,0,4,7.0,1250.0,0.0,1953.0,0.0,98115,47.67957891,-122.3010145,970.0,5100.0
49,0822039084,2015-03-11 00:00:00+00:00,1350000.0,3.0,2.5,2753.0,65005.0,1.0,1,2,5,9.0,2165.0,588.0,1953.0,0.0,98070,47.40409602,-122.45094031,2680.0,72513.0
50,5245600105,2014-09-16 00:00:00+00:00,228000.0,3.0,1.0,1190.0,9199.0,1.0,0,0,3,7.0,1190.0,0.0,1955.0,0.0,98148,47.42577508,-122.32240013,1190.0,9364.0
51,7231300125,2015-02-17 00:00:00+00:00,345000.0,5.0,2.5,3150.0,9134.0,1.0,0,0,4,8.0,1640.0,1510.0,1966.0,0.0,98056,47.49338792,-122.18861379,1990.0,9133.0
52,7518505990,2014-12-31 00:00:00+00:00,600000.0,3.0,1.75,1410.0,4080.0,1.0,0,0,4,7.0,1000.0,410.0,1950.0,0.0,98117,47.68080283,-122.38355779,1410.0,4080.0
53,3626039271,2015-02-05 00:00:00+00:00,585000.0,2.0,1.75,1980.0,8550.0,1.0,0,0,3,7.0,990.0,990.0,1981.0,0.0,98117,47.6988967,-122.36907769,1480.0,6738.0
54,4217401195,2015-03-03 00:00:00+00:00,920000.0,5.0,2.25,2730.0,6000.0,1.5,0,0,3,8.0,2130.0,600.0,1927.0,0.0,98105,47.65714201,-122.28094872,2730.0,6000.0
55,9822700295,2014-05-12 00:00:00+00:00,885000.0,4.0,2.5,2830.0,5000.0,2.0,0,0,3,9.0,2830.0,0.0,1995.0,0.0,98105,47.6596525,-122.2896621,1950.0,5000.0
56,9478500640,2014-08-19 00:00:00+00:00,292500.0,4.0,2.5,2250.0,4495.0,2.0,0,0,3,7.0,2250.0,0.0,2008.0,0.0,98042,47.36628767,-122.11356981,2250.0,4500.0
57,2799800710,2015-04-07 00:00:00+00:00,301000.0,3.0,2.5,2420.0,4750.0,2.0,0,0,3,8.0,2420.0,0.0,2003.0,0.0,98042,47.36631695,-122.1217187,2690.0,4750.0
58,7922800400,2014-08-27 00:00:00+00:00,951000.0,5.0,3.25,3250.0,14342.0,2.0,0,4,4,8.0,3250.0,0.0,1968.0,0.0,98008,47.58802502,-122.11614396,2960.0,11044.0
59,8079040320,2015-02-23 00:00:00+00:00,430000.0,4.0,3.0,1850.0,9976.0,2.0,0,0,3,8.0,1850.0,0.0,1991.0,0.0,98059,47.50591927,-122.148962,2270.0,8542.0
60,1516000055,2014-12-10 00:00:00+00:00,650000.0,3.0,2.25,2150.0,21235.0,1.0,0,3,4,8.0,1590.0,560.0,1959.0,0.0,98166,47.43359203,-122.33861328,2570.0,18900.0
61,9558200045,2014-08-28 00:00:00+00:00,289000.0,3.0,1.75,1260.0,8400.0,1.0,0,0,3,7.0,1260.0,0.0,1954.0,0.0,98148,47.43658598,-122.3346675,1290.0,8750.0
62,5072410070,2014-10-21 00:00:00+00:00,505000.0,3.0,1.75,2519.0,8690.0,2.0,0,0,5,8.0,2519.0,0.0,1973.0,0.0,98166,47.44279651,-122.34427696,2500.0,9500.0
63,9528102996,2014-12-07 00:00:00+00:00,549000.0,3.0,1.75,1540.0,1044.0,3.0,0,0,3,8.0,1540.0,0.0,2014.0,0.0,98115,47.67645215,-122.31953181,1580.0,3090.0
64,1189001180,2014-06-03 00:00:00+00:00,425000.0,3.0,2.25,1660.0,6000.0,1.0,0,0,3,7.0,1110.0,550.0,1979.0,0.0,98122,47.61126281,-122.29725326,1440.0,4080.0
65,3253500160,2014-11-20 00:00:00+00:00,317625.0,3.0,2.75,2770.0,3809.0,1.5,0,0,5,7.0,1770.0,1000.0,1925.0,0.0,98144,47.57471958,-122.30364638,1440.0,4000.0
66,3394100030,2014-09-09 00:00:00+00:00,975000.0,4.0,2.5,2720.0,11049.0,2.0,0,0,3,10.0,2720.0,0.0,1989.0,0.0,98004,47.58148717,-122.19160369,2750.0,11049.0
67,3717000160,2014-10-09 00:00:00+00:00,287000.0,4.0,2.5,2240.0,4648.0,2.0,0,0,3,7.0,2240.0,0.0,2005.0,0.0,98001,47.337843,-122.2566985,2221.0,4557.0
68,1274500060,2014-08-25 00:00:00+00:00,204000.0,3.0,1.0,1000.0,12070.0,1.0,0,0,4,7.0,1000.0,0.0,1968.0,0.0,98042,47.36211873,-122.10985354,1010.0,12635.0
69,1802000060,2014-06-12 00:00:00+00:00,1325000.0,5.0,2.25,3200.0,20158.0,1.0,0,0,3,8.0,1600.0,1600.0,1965.0,0.0,98004,47.6302877,-122.21465535,3390.0,20158.0
70,1525059190,2014-09-12 00:00:00+00:00,1040000.0,5.0,3.25,4770.0,50094.0,1.0,0,0,4,11.0,3070.0,1700.0,1973.0,0.0,98005,47.65251281,-122.16036989,3530.0,38917.0
71,1049000060,2015-01-05 00:00:00+00:00,325000.0,3.0,2.0,1260.0,5612.0,1.0,0,0,4,7.0,1260.0,0.0,1972.0,0.0,98034,47.73622977,-122.17924467,1640.0,4745.0
72,8820901275,2014-06-10 00:00:00+00:00,571000.0,4.0,2.0,2750.0,7807.0,1.5,0,0,5,7.0,2250.0,500.0,1916.0,0.0,98125,47.7168015,-122.28694727,1510.0,7807.0
73,5416510140,2014-07-10 00:00:00+00:00,360000.0,4.0,2.5,2380.0,5000.0,2.0,0,0,3,8.0,2380.0,0.0,2005.0,0.0,98038,47.36075175,-122.03632462,2420.0,5000.0
74,3444100400,2015-03-16 00:00:00+00:00,349000.0,3.0,1.75,1790.0,50529.0,1.0,0,0,5,7.0,1090.0,700.0,1965.0,0.0,98042,47.35112839,-122.07341805,1940.0,50529.0
75,3276920270,2014-11-05 00:00:00+00:00,832500.0,4.0,4.0,3430.0,35102.0,2.0,0,0,4,10.0,2390.0,1040.0,1986.0,0.0,98075,47.58220147,-121.98720653,3240.0,35020.0
76,4036801170,2014-10-13 00:00:00+00:00,380000.0,4.0,1.75,1760.0,7300.0,1.0,0,0,3,7.0,880.0,880.0,1956.0,0.0,98008,47.60343995,-122.12497962,1680.0,7500.0
77,2391600320,2015-04-20 00:00:00+00:00,480000.0,3.0,1.0,1040.0,5060.0,1.0,0,0,3,7.0,1040.0,0.0,1941.0,0.0,98116,47.56359579,-122.39374921,890.0,5060.0
78,6300000287,2014-06-09 00:00:00+00:00,410000.0,3.0,1.0,1410.0,5060.0,1.0,0,0,4,7.0,910.0,500.0,1956.0,0.0,98133,47.70725761,-122.33964186,1130.0,5693.0
79,1531000030,2015-03-23 00:00:00+00:00,720000.0,4.0,2.5,3450.0,39683.0,2.0,0,0,3,10.0,3450.0,0.0,2002.0,0.0,98010,47.34200775,-122.02549479,3350.0,39750.0
80,5104520400,2014-12-02 00:00:00+00:00,390000.0,3.0,2.5,2350.0,5100.0,2.0,0,0,3,8.0,2350.0,0.0,2003.0,0.0,98038,47.35119403,-122.00786649,2350.0,5363.0
81,7437100340,2014-12-22 00:00:00+00:00,360000.0,4.0,2.5,1900.0,5889.0,2.0,0,0,3,7.0,1900.0,0.0,1992.0,0.0,98038,47.349038,-122.03111966,1870.0,6405.0
82,9418400240,2014-10-28 00:00:00+00:00,355000.0,2.0,1.0,2020.0,6720.0,1.0,0,0,3,7.0,1010.0,1010.0,1948.0,0.0,98118,47.54744903,-122.29061565,1720.0,6720.0
83,1523059105,2015-01-28 00:00:00+00:00,356000.0,3.0,1.5,1680.0,8712.0,1.0,0,0,3,8.0,1680.0,0.0,1964.0,0.0,98059,47.48106784,-122.1486396,1850.0,8797.0
84,1133000671,2014-06-02 00:00:00+00:00,315000.0,3.0,1.0,960.0,6634.0,1.0,0,0,3,6.0,960.0,0.0,1952.0,0.0,98125,47.72641675,-122.31011174,1570.0,7203.0
85,4232902595,2014-11-14 00:00:00+00:00,940000.0,3.0,1.5,2140.0,3600.0,2.0,0,0,3,9.0,1900.0,240.0,1925.0,0.0,98119,47.63370722,-122.36533737,2020.0,4800.0
86,2599001200,2014-11-03 00:00:00+00:00,305000.0,5.0,2.25,2660.0,8400.0,1.5,0,0,5,7.0,2660.0,0.0,1961.0,0.0,98092,47.29094504,-122.18878047,1590.0,8165.0
87,3342103156,2014-06-18 00:00:00+00:00,461000.0,3.0,3.25,2770.0,6278.0,2.0,0,0,3,9.0,1980.0,790.0,2006.0,0.0,98056,47.52283891,-122.19886058,1900.0,7349.0
88,1332700270,2014-05-19 00:00:00+00:00,215000.0,2.0,2.25,1610.0,2040.0,2.0,0,0,4,7.0,1610.0,0.0,1979.0,0.0,98056,47.51802433,-122.19394114,1950.0,2025.0
89,3869900162,2014-09-04 00:00:00+00:00,335000.0,2.0,1.75,1030.0,1066.0,2.0,0,0,3,7.0,765.0,265.0,2006.0,0.0,98136,47.53941393,-122.38658129,1030.0,1106.0
90,2791500270,2014-05-22 00:00:00+00:00,243500.0,4.0,2.5,1980.0,7403.0,2.0,0,0,3,7.0,1980.0,0.0,1988.0,0.0,98023,47.28968567,-122.37194223,1980.0,7510.0
91,5036300431,2015-03-11 00:00:00+00:00,1099880.0,5.0,2.75,3520.0,6353.0,2.0,0,0,4,10.0,3520.0,0.0,2001.0,0.0,98199,47.65056898,-122.3912333,2520.0,6250.0
92,4168000060,2015-02-26 00:00:00+00:00,153000.0,3.0,1.0,1200.0,10500.0,1.0,0,0,3,7.0,1200.0,0.0,1962.0,0.0,98023,47.32201271,-122.35143778,1350.0,10500.0
93,6021501535,2014-07-25 00:00:00+00:00,430000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8.0,1290.0,290.0,1939.0,0.0,98117,47.68696897,-122.38570318,1570.0,4500.0
94,6021501535,2014-12-23 00:00:00+00:00,700000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8.0,1290.0,290.0,1939.0,0.0,98117,47.68696897,-122.38570318,1570.0,4500.0
95,1483300570,2014-09-08 00:00:00+00:00,905000.0,4.0,2.5,3300.0,10250.0,1.0,0,0,3,7.0,2390.0,910.0,1946.0,1991.0,98040,47.58733195,-122.2487651,1950.0,6045.0
96,3422049190,2015-03-30 00:00:00+00:00,247500.0,3.0,1.75,1960.0,15681.0,1.0,0,0,3,7.0,1960.0,0.0,1967.0,0.0,98032,47.35756381,-122.27737922,1750.0,15616.0
97,1099611230,2014-09-12 00:00:00+00:00,199000.0,4.0,1.5,1160.0,6400.0,1.0,0,0,4,7.0,1160.0,0.0,1975.0,0.0,98023,47.30357767,-122.37782086,1160.0,6400.0
98,0722079104,2014-07-11 00:00:00+00:00,314000.0,3.0,1.75,1810.0,41800.0,1.0,0,0,5,7.0,1210.0,600.0,1980.0,0.0,98038,47.41088313,-121.95805434,1650.0,135036.0
99,7338200240,2014-05-16 00:00:00+00:00,437500.0,3.0,2.5,2320.0,36847.0,2.0,0,2,3,9.0,2320.0,0.0,1992.0,0.0,98045,47.48377562,-121.71384456,2550.0,35065.0
100,1952200240,2014-06-11 00:00:00+00:00,850830.0,3.0,2.5,2070.0,13241.0,1.5,0,0,5,9.0,1270.0,800.0,1910.0,0.0,98102,47.64152762,-122.31541515,2200.0,4500.0
101,5200100125,2014-10-27 00:00:00+00:00,555000.0,3.0,2.0,1980.0,3478.0,1.5,0,0,4,7.0,1440.0,540.0,1929.0,0.0,98117,47.67749078,-122.37225994,1610.0,3478.0
102,7214720075,2014-12-12 00:00:00+00:00,699950.0,3.0,2.25,2190.0,107593.0,2.0,0,0,4,8.0,2190.0,0.0,1983.0,0.0,98077,47.77312419,-122.0798841,2570.0,47777.0
103,2450000295,2014-10-07 00:00:00+00:00,1088000.0,3.0,2.5,2920.0,8113.0,2.0,0,0,3,8.0,2920.0,0.0,1950.0,2010.0,98004,47.58137084,-122.19615916,2370.0,8113.0
104,6197800045,2014-09-24 00:00:00+00:00,290000.0,3.0,1.0,1210.0,33919.0,1.0,0,0,3,7.0,1210.0,0.0,1954.0,0.0,98058,47.43748409,-122.1843201,1640.0,14910.0
105,1328310370,2015-04-02 00:00:00+00:00,375000.0,3.0,2.5,2340.0,10005.0,1.0,0,0,4,8.0,1460.0,880.0,1978.0,0.0,98058,47.4430551,-122.13256621,2250.0,8162.0
106,0546000875,2014-05-23 00:00:00+00:00,460000.0,3.0,1.0,1670.0,4005.0,1.5,0,0,4,7.0,1170.0,500.0,1939.0,0.0,98117,47.68780085,-122.38025036,1240.0,4005.0
107,3530510041,2014-07-23 00:00:00+00:00,188500.0,2.0,1.75,1240.0,2493.0,1.0,0,0,4,8.0,1240.0,0.0,1985.0,0.0,98198,47.38126145,-122.32195592,1270.0,4966.0
108,1853000400,2015-03-05 00:00:00+00:00,680000.0,4.0,2.5,3140.0,28037.0,2.0,0,0,4,10.0,3140.0,0.0,1991.0,0.0,98077,47.73044156,-122.08218832,2990.0,35001.0
109,3134100116,2014-08-27 00:00:00+00:00,470000.0,5.0,1.75,2030.0,12342.0,2.0,0,0,4,7.0,2030.0,0.0,1942.0,0.0,98052,47.64174965,-122.1089788,2500.0,9433.0
110,9545230140,2014-07-25 00:00:00+00:00,597750.0,4.0,2.5,2310.0,9624.0,2.0,0,0,3,8.0,2310.0,0.0,1984.0,0.0,98027,47.53855942,-122.05274086,1940.0,9636.0
111,3362400511,2015-03-04 00:00:00+00:00,570000.0,3.0,1.75,1260.0,3328.0,1.0,0,0,5,6.0,700.0,560.0,1905.0,0.0,98103,47.68234432,-122.34898435,1380.0,3536.0
112,2525310310,2014-09-16 00:00:00+00:00,272500.0,3.0,1.75,1540.0,12600.0,1.0,0,0,4,7.0,1160.0,380.0,1980.0,0.0,98038,47.36240953,-122.03116445,1540.0,11656.0
113,6126500060,2014-11-24 00:00:00+00:00,329950.0,3.0,1.75,2080.0,5969.0,1.0,0,2,3,7.0,1080.0,1000.0,1971.0,0.0,98108,47.54743608,-122.29543793,2090.0,5500.0
114,8961960160,2014-10-28 00:00:00+00:00,480000.0,4.0,2.5,3230.0,16171.0,2.0,0,3,3,9.0,2520.0,710.0,2001.0,0.0,98001,47.31825469,-122.25349849,2640.0,8517.0
115,3626039325,2014-11-21 00:00:00+00:00,740500.0,3.0,3.5,4380.0,6350.0,2.0,0,0,3,8.0,2780.0,1600.0,1900.0,1999.0,98117,47.69814235,-122.36833703,1830.0,6350.0
116,3362400431,2014-06-26 00:00:00+00:00,518500.0,3.0,3.5,1590.0,1102.0,3.0,0,0,3,8.0,1590.0,0.0,2010.0,0.0,98103,47.68235582,-122.34691744,1620.0,3166.0
117,4060000240,2014-06-23 00:00:00+00:00,205425.0,2.0,1.0,880.0,6780.0,1.0,0,0,4,6.0,880.0,0.0,1945.0,0.0,98178,47.5009093,-122.24781462,1190.0,6780.0
118,3454800060,2015-01-08 00:00:00+00:00,171800.0,4.0,2.0,1570.0,9600.0,1.0,0,0,3,6.0,1570.0,0.0,1950.0,0.0,98168,47.49645174,-122.30294644,1880.0,9000.0
119,1695900060,2015-05-11 00:00:00+00:00,535000.0,4.0,1.0,1610.0,2982.0,1.5,0,0,4,7.0,1610.0,0.0,1925.0,0.0,98144,47.58698739,-122.29402907,1610.0,4040.0
120,7278700070,2015-01-02 00:00:00+00:00,660000.0,3.0,2.5,2400.0,6474.0,1.0,0,2,3,8.0,1560.0,840.0,1964.0,0.0,98177,47.77280816,-122.38604923,2340.0,10856.0
121,6675500070,2014-11-19 00:00:00+00:00,391500.0,3.0,2.0,1450.0,9132.0,1.0,0,0,3,7.0,1450.0,0.0,1987.0,0.0,98034,47.7288002,-122.22626263,1580.0,9104.0
122,3626039187,2015-04-06 00:00:00+00:00,395000.0,2.0,1.0,770.0,6000.0,1.0,0,0,3,6.0,770.0,0.0,1953.0,0.0,98117,47.69986237,-122.36399626,1710.0,6000.0
123,3524049083,2014-11-04 00:00:00+00:00,445000.0,4.0,1.75,2100.0,4400.0,1.5,0,0,5,7.0,1720.0,380.0,1924.0,0.0,98118,47.52989261,-122.26599537,1850.0,4400.0
124,3275860240,2014-06-18 00:00:00+00:00,770000.0,3.0,2.25,2910.0,10204.0,2.0,0,0,3,9.0,2910.0,0.0,1990.0,0.0,98052,47.68967023,-122.0976398,2700.0,13992.0
125,4389200955,2015-03-02 00:00:00+00:00,1450000.0,4.0,2.75,2750.0,17789.0,1.5,0,0,3,8.0,1980.0,770.0,1914.0,1992.0,98004,47.61406372,-122.21195171,3060.0,11275.0
126,4058801670,2014-07-17 00:00:00+00:00,445000.0,3.0,2.25,2100.0,8201.0,1.0,0,2,3,8.0,1620.0,480.0,1967.0,0.0,98178,47.509077,-122.24360923,2660.0,8712.0
127,8732020310,2014-07-17 00:00:00+00:00,260000.0,4.0,2.25,2160.0,8811.0,1.0,0,0,3,8.0,1360.0,800.0,1978.0,0.0,98023,47.31285178,-122.39015841,2090.0,8400.0
128,2331300505,2014-06-13 00:00:00+00:00,822500.0,5.0,3.5,2320.0,4960.0,2.0,0,0,5,7.0,1720.0,600.0,1926.0,0.0,98103,47.67625956,-122.3519555,1700.0,4960.0
129,7853210060,2015-04-06 00:00:00+00:00,430000.0,4.0,2.5,2070.0,4310.0,2.0,0,0,3,7.0,2070.0,0.0,2004.0,0.0,98065,47.53189957,-121.85012878,1970.0,3748.0
130,3668000070,2015-01-05 00:00:00+00:00,212000.0,3.0,1.75,1060.0,7875.0,1.0,0,0,4,7.0,1060.0,0.0,1986.0,0.0,98092,47.27614339,-122.15154111,1420.0,7680.0
